年,リーグ,節,日付,ホーム,ホーム得点,アウェイ得点,アウェイ
2014,J1,第15節,14/7/19,ガンバ大阪,2.0,0.0,ヴァンフォーレ甲府
2014,J1,第15節,14/7/19,ヴィッセル神戸,0.0,1.0,サガン鳥栖
2014,J1,第15節,14/7/19,ＲＢ大宮アルディージャ,3.0,3.0,サンフレッチェ広島
2014,J1,第15節,14/7/19,セレッソ大阪,2.0,2.0,横浜Ｆ・マリノス
2014,J1,第15節,14/7/19,柏レイソル,0.0,0.0,ベガルタ仙台
2014,J1,第16節,14/7/23,徳島ヴォルティス,0.0,2.0,浦和レッズ
2014,J1,第16節,14/7/23,ガンバ大阪,4.0,0.0,清水エスパルス
2014,J1,第16節,14/7/23,サガン鳥栖,0.0,1.0,川崎フロンターレ
2014,J1,第16節,14/7/23,アルビレックス新潟,0.0,1.0,ＦＣ東京
2014,J1,第16節,14/7/23,サンフレッチェ広島,5.0,2.0,柏レイソル
2014,J1,第16節,14/7/23,ヴァンフォーレ甲府,0.0,0.0,セレッソ大阪
2014,J1,第16節,14/7/23,鹿島アントラーズ,2.0,2.0,ＲＢ大宮アルディージャ
2014,J1,第16節,14/7/23,ベガルタ仙台,3.0,3.0,名古屋グランパス
2014,J1,第16節,14/7/23,横浜Ｆ・マリノス,1.0,1.0,ヴィッセル神戸
2014,J1,第17節,14/7/27,浦和レッズ,1.0,1.0,鹿島アントラーズ
2014,J1,第17節,14/7/27,清水エスパルス,3.0,0.0,柏レイソル
2014,J1,第17節,14/7/27,ＦＣ東京,3.0,0.0,ベガルタ仙台
2014,J1,第17節,14/7/27,ヴィッセル神戸,1.0,5.0,ガンバ大阪
2014,J1,第17節,14/7/27,ＲＢ大宮アルディージャ,1.0,3.0,徳島ヴォルティス
2014,J1,第17節,14/7/27,セレッソ大阪,0.0,1.0,サガン鳥栖
2014,J1,第17節,14/7/27,名古屋グランパス,1.0,1.0,横浜Ｆ・マリノス
2014,J1,第17節,14/7/27,サンフレッチェ広島,1.0,1.0,ヴァンフォーレ甲府
2014,J1,第17節,14/7/27,川崎フロンターレ,1.0,0.0,アルビレックス新潟
2014,J1,第18節,14/8/2,ガンバ大阪,2.0,0.0,横浜Ｆ・マリノス
2014,J1,第18節,14/8/2,鹿島アントラーズ,5.0,1.0,サンフレッチェ広島
2014,J1,第18節,14/8/2,徳島ヴォルティス,2.0,2.0,ヴァンフォーレ甲府
2014,J1,第18節,14/8/2,ＦＣ東京,4.0,0.0,清水エスパルス
2014,J1,第18節,14/8/2,アルビレックス新潟,1.0,0.0,セレッソ大阪
2014,J1,第18節,14/8/2,ベガルタ仙台,2.0,2.0,ＲＢ大宮アルディージャ
2014,J1,第18節,14/8/2,浦和レッズ,2.0,2.0,ヴィッセル神戸
2014,J1,第18節,14/8/2,柏レイソル,4.0,1.0,川崎フロンターレ
2014,J1,第18節,14/8/2,サガン鳥栖,1.0,0.0,名古屋グランパス
2014,J1,第19節,14/8/9,清水エスパルス,1.0,0.0,徳島ヴォルティス
2014,J1,第19節,14/8/9,ヴァンフォーレ甲府,0.0,0.0,ベガルタ仙台
2014,J1,第19節,14/8/9,ヴィッセル神戸,1.0,0.0,アルビレックス新潟
2014,J1,第19節,14/8/9,横浜Ｆ・マリノス,2.0,2.0,柏レイソル
2014,J1,第19節,14/8/9,名古屋グランパス,2.0,3.0,鹿島アントラーズ
2014,J1,第19節,14/8/9,川崎フロンターレ,2.0,1.0,浦和レッズ
2014,J1,第19節,14/8/9,セレッソ大阪,0.0,0.0,ＦＣ東京
2014,J1,第19節,14/8/9,ＲＢ大宮アルディージャ,0.0,2.0,ガンバ大阪
2014,J1,第19節,14/8/11,サンフレッチェ広島,1.0,0.0,サガン鳥栖
2014,J1,第20節,14/8/16,ガンバ大阪,0.0,1.0,名古屋グランパス
2014,J1,第20節,14/8/16,浦和レッズ,1.0,0.0,サンフレッチェ広島
2014,J1,第20節,14/8/16,鹿島アントラーズ,1.0,0.0,ヴァンフォーレ甲府
2014,J1,第20節,14/8/16,ベガルタ仙台,3.0,2.0,清水エスパルス
2014,J1,第20節,14/8/16,サガン鳥栖,0.0,2.0,ＦＣ東京
2014,J1,第20節,14/8/16,柏レイソル,2.0,0.0,ヴィッセル神戸
2014,J1,第20節,14/8/16,徳島ヴォルティス,0.0,3.0,横浜Ｆ・マリノス
2014,J1,第20節,14/8/16,アルビレックス新潟,2.0,1.0,ＲＢ大宮アルディージャ
2014,J1,第20節,14/8/16,川崎フロンターレ,5.0,4.0,セレッソ大阪
2014,J1,第21節,14/8/23,清水エスパルス,1.0,3.0,鹿島アントラーズ
2014,J1,第21節,14/8/23,ＦＣ東京,4.0,4.0,浦和レッズ
2014,J1,第21節,14/8/23,ヴァンフォーレ甲府,3.0,3.0,ガンバ大阪
2014,J1,第21節,14/8/23,サンフレッチェ広島,0.0,0.0,セレッソ大阪
2014,J1,第21節,14/8/23,名古屋グランパス,1.0,1.0,柏レイソル
2014,J1,第21節,14/8/23,ヴィッセル神戸,2.0,1.0,ベガルタ仙台
2014,J1,第21節,14/8/23,アルビレックス新潟,1.0,2.0,徳島ヴォルティス
2014,J1,第21節,14/8/23,横浜Ｆ・マリノス,2.0,0.0,川崎フロンターレ
2014,J1,第21節,14/8/23,ＲＢ大宮アルディージャ,1.0,3.0,サガン鳥栖
2014,J1,第22節,14/8/30,ガンバ大阪,5.0,0.0,アルビレックス新潟
2014,J1,第22節,14/8/30,浦和レッズ,4.0,0.0,ＲＢ大宮アルディージャ
2014,J1,第22節,14/8/30,徳島ヴォルティス,0.0,1.0,サンフレッチェ広島
2014,J1,第22節,14/8/30,鹿島アントラーズ,2.0,2.0,ＦＣ東京
2014,J1,第22節,14/8/30,サガン鳥栖,2.0,2.0,清水エスパルス
2014,J1,第22節,14/8/30,セレッソ大阪,1.0,2.0,ヴィッセル神戸
2014,J1,第22節,14/8/30,ベガルタ仙台,1.0,2.0,横浜Ｆ・マリノス
2014,J1,第22節,14/8/30,名古屋グランパス,1.0,1.0,川崎フロンターレ
2014,J1,第22節,14/8/30,柏レイソル,3.0,0.0,ヴァンフォーレ甲府
2014,J1,第23節,14/9/13,清水エスパルス,1.0,4.0,浦和レッズ
2014,J1,第23節,14/9/13,ＲＢ大宮アルディージャ,2.0,1.0,鹿島アントラーズ
2014,J1,第23節,14/9/13,ＦＣ東京,1.0,1.0,ヴィッセル神戸
2014,J1,第23節,14/9/13,ヴァンフォーレ甲府,1.0,0.0,サガン鳥栖
2014,J1,第23節,14/9/13,セレッソ大阪,2.0,0.0,柏レイソル
2014,J1,第23節,14/9/13,横浜Ｆ・マリノス,0.0,2.0,名古屋グランパス
2014,J1,第23節,14/9/13,サンフレッチェ広島,0.0,1.0,ガンバ大阪
2014,J1,第23節,14/9/13,川崎フロンターレ,4.0,0.0,徳島ヴォルティス
2014,J1,第23節,14/9/13,アルビレックス新潟,1.0,0.0,ベガルタ仙台
2014,J1,第24節,14/9/20,名古屋グランパス,2.0,0.0,ヴァンフォーレ甲府
2014,J1,第24節,14/9/20,ガンバ大阪,2.0,0.0,セレッソ大阪
2014,J1,第24節,14/9/20,川崎フロンターレ,0.0,0.0,ＦＣ東京
2014,J1,第24節,14/9/20,サンフレッチェ広島,2.0,0.0,アルビレックス新潟
2014,J1,第24節,14/9/20,サガン鳥栖,2.0,1.0,ベガルタ仙台
2014,J1,第24節,14/9/20,浦和レッズ,3.0,1.0,柏レイソル
2014,J1,第24節,14/9/20,ヴィッセル神戸,3.0,1.0,清水エスパルス
2014,J1,第24節,14/9/20,徳島ヴォルティス,0.0,2.0,ＲＢ大宮アルディージャ
2014,J1,第24節,14/9/20,鹿島アントラーズ,1.0,0.0,横浜Ｆ・マリノス
2014,J1,第25節,14/9/23,ベガルタ仙台,0.0,1.0,鹿島アントラーズ
2014,J1,第25節,14/9/23,清水エスパルス,0.0,3.0,ガンバ大阪
2014,J1,第25節,14/9/23,アルビレックス新潟,0.0,2.0,浦和レッズ
2014,J1,第25節,14/9/23,横浜Ｆ・マリノス,1.0,0.0,サンフレッチェ広島
2014,J1,第25節,14/9/23,ＦＣ東京,4.0,0.0,徳島ヴォルティス
2014,J1,第25節,14/9/23,ＲＢ大宮アルディージャ,1.0,3.0,川崎フロンターレ
2014,J1,第25節,14/9/23,ヴァンフォーレ甲府,2.0,0.0,ヴィッセル神戸
2014,J1,第25節,14/9/23,セレッソ大阪,1.0,2.0,名古屋グランパス
2014,J1,第25節,14/9/23,柏レイソル,2.0,0.0,サガン鳥栖
2014,J1,第26節,14/9/27,横浜Ｆ・マリノス,0.0,0.0,ヴァンフォーレ甲府
2014,J1,第26節,14/9/27,サンフレッチェ広島,1.0,1.0,ヴィッセル神戸
2014,J1,第26節,14/9/27,ＦＣ東京,4.0,0.0,柏レイソル
2014,J1,第26節,14/9/27,ガンバ大阪,4.0,1.0,サガン鳥栖
2014,J1,第26節,14/9/27,ＲＢ大宮アルディージャ,2.0,1.0,清水エスパルス
2014,J1,第26節,14/9/27,セレッソ大阪,1.0,0.0,浦和レッズ
2014,J1,第26節,14/9/27,徳島ヴォルティス,0.0,5.0,鹿島アントラーズ
2014,J1,第26節,14/9/27,川崎フロンターレ,1.0,1.0,ベガルタ仙台
2014,J1,第26節,14/9/27,名古屋グランパス,0.0,1.0,アルビレックス新潟
2014,J1,第27節,14/10/5,鹿島アントラーズ,2.0,3.0,ガンバ大阪
2014,J1,第27節,14/10/5,清水エスパルス,3.0,0.0,セレッソ大阪
2014,J1,第27節,14/10/5,浦和レッズ,2.0,1.0,徳島ヴォルティス
2014,J1,第27節,14/10/5,サガン鳥栖,1.0,0.0,横浜Ｆ・マリノス
2014,J1,第27節,14/10/5,ヴィッセル神戸,1.0,3.0,名古屋グランパス
2014,J1,第27節,14/10/5,柏レイソル,0.0,0.0,サンフレッチェ広島
2014,J1,第27節,14/10/5,ベガルタ仙台,1.0,0.0,ＦＣ東京
2014,J1,第27節,14/10/5,ヴァンフォーレ甲府,0.0,1.0,ＲＢ大宮アルディージャ
2014,J1,第27節,14/10/5,アルビレックス新潟,3.0,0.0,川崎フロンターレ
2014,J1,第28節,14/10/18,徳島ヴォルティス,2.0,2.0,ヴィッセル神戸
2014,J1,第28節,14/10/18,鹿島アントラーズ,2.0,3.0,柏レイソル
2014,J1,第28節,14/10/18,ガンバ大阪,1.0,0.0,川崎フロンターレ
2014,J1,第28節,14/10/18,ベガルタ仙台,4.0,2.0,浦和レッズ
2014,J1,第28節,14/10/18,横浜Ｆ・マリノス,1.0,0.0,清水エスパルス
2014,J1,第28節,14/10/18,アルビレックス新潟,0.0,0.0,ヴァンフォーレ甲府
2014,J1,第28節,14/10/18,サンフレッチェ広島,4.0,0.0,名古屋グランパス
2014,J1,第28節,14/10/18,ＲＢ大宮アルディージャ,1.0,0.0,ＦＣ東京
2014,J1,第28節,14/10/18,サガン鳥栖,1.0,0.0,セレッソ大阪
2014,J1,第29節,14/10/22,川崎フロンターレ,2.0,0.0,サガン鳥栖
2014,J1,第29節,14/10/22,柏レイソル,1.0,0.0,ガンバ大阪
2014,J1,第29節,14/10/22,浦和レッズ,0.0,0.0,ヴァンフォーレ甲府
2014,J1,第29節,14/10/22,セレッソ大阪,3.0,1.0,徳島ヴォルティス
2014,J1,第29節,14/10/22,名古屋グランパス,0.0,0.0,ベガルタ仙台
2014,J1,第29節,14/10/22,清水エスパルス,2.0,1.0,アルビレックス新潟
2014,J1,第29節,14/10/22,ＦＣ東京,2.0,1.0,サンフレッチェ広島
2014,J1,第29節,14/10/22,ＲＢ大宮アルディージャ,2.0,3.0,横浜Ｆ・マリノス
2014,J1,第29節,14/10/22,ヴィッセル神戸,0.0,0.0,鹿島アントラーズ
2014,J1,第30節,14/10/26,ベガルタ仙台,1.0,2.0,柏レイソル
2014,J1,第30節,14/10/26,サガン鳥栖,0.0,2.0,アルビレックス新潟
2014,J1,第30節,14/10/26,ヴィッセル神戸,2.0,1.0,ＲＢ大宮アルディージャ
2014,J1,第30節,14/10/26,ガンバ大阪,2.0,1.0,ＦＣ東京
2014,J1,第30節,14/10/26,徳島ヴォルティス,0.0,2.0,名古屋グランパス
2014,J1,第30節,14/10/26,清水エスパルス,1.0,3.0,サンフレッチェ広島
2014,J1,第30節,14/10/26,鹿島アントラーズ,1.0,1.0,浦和レッズ
2014,J1,第30節,14/10/26,ヴァンフォーレ甲府,2.0,1.0,川崎フロンターレ
2014,J1,第30節,14/10/26,横浜Ｆ・マリノス,0.0,0.0,セレッソ大阪
2014,J1,第31節,14/11/2,セレッソ大阪,1.0,3.0,ヴァンフォーレ甲府
2014,J1,第31節,14/11/2,名古屋グランパス,2.0,2.0,ＦＣ東京
2014,J1,第31節,14/11/2,ガンバ大阪,1.0,1.0,ベガルタ仙台
2014,J1,第31節,14/11/2,サンフレッチェ広島,1.0,1.0,ＲＢ大宮アルディージャ
2014,J1,第31節,14/11/2,アルビレックス新潟,1.0,2.0,鹿島アントラーズ
2014,J1,第31節,14/11/2,柏レイソル,2.0,0.0,徳島ヴォルティス
2014,J1,第31節,14/11/2,川崎フロンターレ,2.0,3.0,清水エスパルス
2014,J1,第31節,14/11/2,サガン鳥栖,2.0,1.0,ヴィッセル神戸
2014,J1,第31節,14/11/3,横浜Ｆ・マリノス,0.0,1.0,浦和レッズ
2014,J1,第32節,14/11/22,鹿島アントラーズ,2.0,1.0,川崎フロンターレ
2014,J1,第32節,14/11/22,ヴィッセル神戸,1.0,2.0,横浜Ｆ・マリノス
2014,J1,第32節,14/11/22,ヴァンフォーレ甲府,2.0,0.0,サンフレッチェ広島
2014,J1,第32節,14/11/22,浦和レッズ,0.0,2.0,ガンバ大阪
2014,J1,第32節,14/11/22,徳島ヴォルティス,0.0,1.0,サガン鳥栖
2014,J1,第32節,14/11/22,ＦＣ東京,1.0,3.0,アルビレックス新潟
2014,J1,第32節,14/11/22,ＲＢ大宮アルディージャ,1.0,2.0,柏レイソル
2014,J1,第32節,14/11/22,ベガルタ仙台,3.0,3.0,セレッソ大阪
2014,J1,第32節,14/11/22,清水エスパルス,2.0,2.0,名古屋グランパス
2014,J1,第33節,14/11/29,柏レイソル,3.0,1.0,清水エスパルス
2014,J1,第33節,14/11/29,セレッソ大阪,1.0,4.0,鹿島アントラーズ
2014,J1,第33節,14/11/29,川崎フロンターレ,1.0,1.0,サンフレッチェ広島
2014,J1,第33節,14/11/29,サガン鳥栖,1.0,1.0,浦和レッズ
2014,J1,第33節,14/11/29,ガンバ大阪,3.0,1.0,ヴィッセル神戸
2014,J1,第33節,14/11/29,ヴァンフォーレ甲府,0.0,0.0,ＦＣ東京
2014,J1,第33節,14/11/29,横浜Ｆ・マリノス,1.0,0.0,アルビレックス新潟
2014,J1,第33節,14/11/29,ベガルタ仙台,2.0,1.0,徳島ヴォルティス
2014,J1,第33節,14/11/29,名古屋グランパス,2.0,1.0,ＲＢ大宮アルディージャ
2014,J1,第34節,14/12/6,徳島ヴォルティス,0.0,0.0,ガンバ大阪
2014,J1,第34節,14/12/6,浦和レッズ,1.0,2.0,名古屋グランパス
2014,J1,第34節,14/12/6,ＲＢ大宮アルディージャ,2.0,0.0,セレッソ大阪
2014,J1,第34節,14/12/6,ヴィッセル神戸,1.0,2.0,川崎フロンターレ
2014,J1,第34節,14/12/6,清水エスパルス,0.0,0.0,ヴァンフォーレ甲府
2014,J1,第34節,14/12/6,サンフレッチェ広島,2.0,0.0,ベガルタ仙台
2014,J1,第34節,14/12/6,ＦＣ東京,1.0,1.0,横浜Ｆ・マリノス
2014,J1,第34節,14/12/6,鹿島アントラーズ,0.0,1.0,サガン鳥栖
2014,J1,第34節,14/12/8,アルビレックス新潟,0.0,2.0,柏レイソル
2025,J2,第1節,25/2/15,ヴァンフォーレ甲府,1.0,0.0,レノファ山口ＦＣ
2025,J2,第1節,25/2/15,ＲＢ大宮アルディージャ,2.0,1.0,モンテディオ山形
2025,J2,第1節,25/2/15,ジュビロ磐田,3.0,2.0,水戸ホーリーホック
2025,J2,第1節,25/2/15,サガン鳥栖,0.0,1.0,ベガルタ仙台
2025,J2,第1節,25/2/15,藤枝ＭＹＦＣ,0.0,2.0,徳島ヴォルティス
2025,J2,第1節,25/2/15,いわきＦＣ,0.0,2.0,ジェフユナイテッド千葉
2025,J2,第1節,25/2/15,Ｖ・ファーレン長崎,3.0,2.0,ロアッソ熊本
2025,J2,第1節,25/2/16,愛媛ＦＣ,0.0,1.0,カターレ富山
2025,J2,第1節,25/2/16,ＦＣ今治,0.0,1.0,ブラウブリッツ秋田
2025,J2,第1節,25/2/16,大分トリニータ,2.0,0.0,北海道コンサドーレ札幌
2025,J2,第2節,25/2/22,ＲＢ大宮アルディージャ,1.0,0.0,ヴァンフォーレ甲府
2025,J2,第2節,25/2/22,ジュビロ磐田,1.0,0.0,サガン鳥栖
2025,J2,第2節,25/2/22,ジェフユナイテッド千葉,2.0,0.0,カターレ富山
2025,J2,第2節,25/2/23,ロアッソ熊本,3.0,0.0,北海道コンサドーレ札幌
2025,J2,第2節,25/2/23,レノファ山口ＦＣ,2.0,2.0,Ｖ・ファーレン長崎
2025,J2,第2節,25/2/23,徳島ヴォルティス,1.0,0.0,ベガルタ仙台
2025,J2,第2節,25/2/23,水戸ホーリーホック,1.0,0.0,モンテディオ山形
2025,J2,第2節,25/2/23,ＦＣ今治,0.0,0.0,藤枝ＭＹＦＣ
2025,J2,第2節,25/2/23,大分トリニータ,0.0,0.0,いわきＦＣ
2025,J2,第2節,25/2/23,愛媛ＦＣ,1.0,2.0,ブラウブリッツ秋田
2025,J2,第3節,25/3/1,ベガルタ仙台,2.0,0.0,大分トリニータ
2025,J2,第3節,25/3/1,サガン鳥栖,1.0,4.0,ＦＣ今治
2025,J2,第3節,25/3/1,藤枝ＭＹＦＣ,2.0,1.0,ブラウブリッツ秋田
2025,J2,第3節,25/3/1,ジェフユナイテッド千葉,3.0,2.0,モンテディオ山形
2025,J2,第3節,25/3/1,Ｖ・ファーレン長崎,1.0,0.0,ジュビロ磐田
2025,J2,第3節,25/3/2,ロアッソ熊本,0.0,4.0,ＲＢ大宮アルディージャ
2025,J2,第3節,25/3/2,カターレ富山,2.0,0.0,ヴァンフォーレ甲府
2025,J2,第3節,25/3/2,レノファ山口ＦＣ,2.0,0.0,北海道コンサドーレ札幌
2025,J2,第3節,25/3/2,いわきＦＣ,1.0,1.0,徳島ヴォルティス
2025,J2,第3節,25/3/2,水戸ホーリーホック,1.0,1.0,愛媛ＦＣ
2025,J2,第4節,25/3/8,ベガルタ仙台,1.0,1.0,Ｖ・ファーレン長崎
2025,J2,第4節,25/3/8,ＲＢ大宮アルディージャ,2.0,1.0,レノファ山口ＦＣ
2025,J2,第4節,25/3/8,愛媛ＦＣ,2.0,3.0,ＦＣ今治
2025,J2,第4節,25/3/9,北海道コンサドーレ札幌,1.0,3.0,ジェフユナイテッド千葉
2025,J2,第4節,25/3/9,大分トリニータ,0.0,0.0,水戸ホーリーホック
2025,J2,第4節,25/3/9,カターレ富山,3.0,1.0,ジュビロ磐田
2025,J2,第4節,25/3/9,ヴァンフォーレ甲府,3.0,3.0,藤枝ＭＹＦＣ
2025,J2,第4節,25/3/9,モンテディオ山形,4.0,2.0,ブラウブリッツ秋田
2025,J2,第4節,25/3/9,いわきＦＣ,1.0,1.0,サガン鳥栖
2025,J2,第4節,25/3/9,徳島ヴォルティス,0.0,0.0,ロアッソ熊本
2025,J2,第5節,25/3/15,ブラウブリッツ秋田,1.0,3.0,北海道コンサドーレ札幌
2025,J2,第5節,25/3/15,藤枝ＭＹＦＣ,2.0,0.0,いわきＦＣ
2025,J2,第5節,25/3/15,サガン鳥栖,1.0,0.0,ＲＢ大宮アルディージャ
2025,J2,第5節,25/3/15,ジュビロ磐田,2.0,1.0,ヴァンフォーレ甲府
2025,J2,第5節,25/3/15,Ｖ・ファーレン長崎,1.0,0.0,徳島ヴォルティス
2025,J2,第5節,25/3/16,ロアッソ熊本,1.0,3.0,モンテディオ山形
2025,J2,第5節,25/3/16,ＦＣ今治,0.0,0.0,カターレ富山
2025,J2,第5節,25/3/16,レノファ山口ＦＣ,1.0,1.0,大分トリニータ
2025,J2,第5節,25/3/16,水戸ホーリーホック,2.0,2.0,ベガルタ仙台
2025,J2,第5節,25/3/16,ジェフユナイテッド千葉,5.0,1.0,愛媛ＦＣ
2025,J2,第6節,25/3/23,ベガルタ仙台,2.0,3.0,ジュビロ磐田
2025,J2,第6節,25/3/23,レノファ山口ＦＣ,0.0,1.0,ロアッソ熊本
2025,J2,第6節,25/3/23,いわきＦＣ,0.0,1.0,ＦＣ今治
2025,J2,第6節,25/3/23,サガン鳥栖,1.0,0.0,カターレ富山
2025,J2,第6節,25/3/23,Ｖ・ファーレン長崎,5.0,1.0,ブラウブリッツ秋田
2025,J2,第6節,25/3/23,大分トリニータ,1.0,1.0,藤枝ＭＹＦＣ
2025,J2,第6節,25/3/23,ヴァンフォーレ甲府,1.0,2.0,ジェフユナイテッド千葉
2025,J2,第6節,25/3/23,モンテディオ山形,0.0,0.0,徳島ヴォルティス
2025,J2,第6節,25/3/23,ＲＢ大宮アルディージャ,2.0,0.0,水戸ホーリーホック
2025,J2,第6節,25/3/23,愛媛ＦＣ,1.0,2.0,北海道コンサドーレ札幌
2025,J2,第7節,25/3/29,北海道コンサドーレ札幌,0.0,1.0,ヴァンフォーレ甲府
2025,J2,第7節,25/3/30,ロアッソ熊本,3.0,1.0,サガン鳥栖
2025,J2,第7節,25/3/30,ブラウブリッツ秋田,1.0,0.0,レノファ山口ＦＣ
2025,J2,第7節,25/3/30,カターレ富山,0.0,1.0,ベガルタ仙台
2025,J2,第7節,25/3/30,藤枝ＭＹＦＣ,3.0,2.0,Ｖ・ファーレン長崎
2025,J2,第7節,25/3/30,ＦＣ今治,2.0,2.0,モンテディオ山形
2025,J2,第7節,25/3/30,水戸ホーリーホック,4.0,1.0,いわきＦＣ
2025,J2,第7節,25/3/30,ジュビロ磐田,1.0,0.0,ジェフユナイテッド千葉
2025,J2,第7節,25/3/30,愛媛ＦＣ,0.0,1.0,大分トリニータ
2025,J2,第7節,25/3/30,徳島ヴォルティス,1.0,0.0,ＲＢ大宮アルディージャ
2025,J2,第8節,4/5,ベガルタ仙台,1.0,0.0,ブラウブリッツ秋田
2025,J2,第8節,4/5,ヴァンフォーレ甲府,1.0,0.0,いわきＦＣ
2025,J2,第8節,4/5,レノファ山口ＦＣ,1.0,1.0,愛媛ＦＣ
2025,J2,第8節,4/5,ジェフユナイテッド千葉,2.0,1.0,水戸ホーリーホック
2025,J2,第8節,4/5,モンテディオ山形,0.0,0.0,ジュビロ磐田
2025,J2,第8節,4/5,ＲＢ大宮アルディージャ,2.0,2.0,大分トリニータ
2025,J2,第8節,4/5,北海道コンサドーレ札幌,1.0,0.0,徳島ヴォルティス
2025,J2,第8節,4/5,サガン鳥栖,1.0,0.0,藤枝ＭＹＦＣ
2025,J2,第8節,25/4/6,ロアッソ熊本,0.0,0.0,カターレ富山
2025,J2,第8節,4/6,ＦＣ今治,4.0,1.0,Ｖ・ファーレン長崎
2025,J2,第9節,4/12,ベガルタ仙台,0.0,0.0,ＦＣ今治
2025,J2,第9節,4/12,いわきＦＣ,0.0,1.0,モンテディオ山形
2025,J2,第9節,4/12,水戸ホーリーホック,3.0,1.0,北海道コンサドーレ札幌
2025,J2,第9節,4/13,大分トリニータ,1.0,1.0,徳島ヴォルティス
2025,J2,第9節,4/13,カターレ富山,2.0,2.0,レノファ山口ＦＣ
2025,J2,第9節,4/13,ブラウブリッツ秋田,1.0,2.0,ＲＢ大宮アルディージャ
2025,J2,第9節,25/4/13,藤枝ＭＹＦＣ,2.0,3.0,ジェフユナイテッド千葉
2025,J2,第9節,4/13,Ｖ・ファーレン長崎,0.0,2.0,サガン鳥栖
2025,J2,第9節,4/13,ジュビロ磐田,1.0,1.0,ロアッソ熊本
2025,J2,第9節,4/13,愛媛ＦＣ,0.0,0.0,ヴァンフォーレ甲府
2025,J2,第10節,25/4/19,モンテディオ山形,2.0,3.0,愛媛ＦＣ
2025,J2,第10節,4/19,サガン鳥栖,2.0,2.0,レノファ山口ＦＣ
2025,J2,第10節,4/19,ヴァンフォーレ甲府,1.0,1.0,Ｖ・ファーレン長崎
2025,J2,第10節,4/20,ロアッソ熊本,0.0,1.0,ベガルタ仙台
2025,J2,第10節,25/4/20,北海道コンサドーレ札幌,2.0,1.0,藤枝ＭＹＦＣ
2025,J2,第10節,4/20,徳島ヴォルティス,0.0,1.0,水戸ホーリーホック
2025,J2,第10節,4/20,ブラウブリッツ秋田,2.0,1.0,ジュビロ磐田
2025,J2,第10節,4/20,カターレ富山,1.0,2.0,いわきＦＣ
2025,J2,第10節,25/4/20,ＦＣ今治,0.0,0.0,ＲＢ大宮アルディージャ
2025,J2,第10節,4/20,ジェフユナイテッド千葉,1.0,0.0,大分トリニータ
2025,J2,第11節,4/25,藤枝ＭＹＦＣ,0.0,2.0,ロアッソ熊本
2025,J2,第11節,4/25,ジュビロ磐田,0.0,3.0,大分トリニータ
2025,J2,第11節,4/25,ジェフユナイテッド千葉,3.0,1.0,ブラウブリッツ秋田
2025,J2,第11節,4/25,ＲＢ大宮アルディージャ,1.0,0.0,北海道コンサドーレ札幌
2025,J2,第11節,4/25,Ｖ・ファーレン長崎,3.0,4.0,いわきＦＣ
2025,J2,第11節,4/25,ベガルタ仙台,1.0,1.0,愛媛ＦＣ
2025,J2,第11節,4/25,水戸ホーリーホック,0.0,0.0,ヴァンフォーレ甲府
2025,J2,第11節,25/4/25,サガン鳥栖,2.0,1.0,モンテディオ山形
2025,J2,第11節,4/26,徳島ヴォルティス,1.0,0.0,カターレ富山
2025,J2,第11節,4/26,レノファ山口ＦＣ,1.0,2.0,ＦＣ今治
2025,J2,第12節,4/29,北海道コンサドーレ札幌,2.0,2.0,Ｖ・ファーレン長崎
2025,J2,第12節,25/4/29,水戸ホーリーホック,0.0,0.0,ＦＣ今治
2025,J2,第12節,4/29,いわきＦＣ,2.0,1.0,ＲＢ大宮アルディージャ
2025,J2,第12節,4/29,大分トリニータ,1.0,0.0,サガン鳥栖
2025,J2,第12節,4/29,カターレ富山,0.0,0.0,モンテディオ山形
2025,J2,第12節,25/4/29,ロアッソ熊本,0.0,0.0,ジェフユナイテッド千葉
2025,J2,第12節,4/29,ヴァンフォーレ甲府,1.0,2.0,ベガルタ仙台
2025,J2,第12節,4/29,ブラウブリッツ秋田,0.0,2.0,徳島ヴォルティス
2025,J2,第12節,4/29,愛媛ＦＣ,2.0,4.0,藤枝ＭＹＦＣ
2025,J2,第12節,25/4/29,ジュビロ磐田,0.0,1.0,レノファ山口ＦＣ
2025,J2,第13節,5/3,いわきＦＣ,1.0,1.0,ブラウブリッツ秋田
2025,J2,第13節,5/3,ベガルタ仙台,3.0,1.0,レノファ山口ＦＣ
2025,J2,第13節,5/3,ヴァンフォーレ甲府,0.0,2.0,徳島ヴォルティス
2025,J2,第13節,25/5/3,ＦＣ今治,3.0,3.0,ジュビロ磐田
2025,J2,第13節,5/3,モンテディオ山形,0.0,1.0,北海道コンサドーレ札幌
2025,J2,第13節,5/3,大分トリニータ,1.0,0.0,ロアッソ熊本
2025,J2,第13節,5/3,サガン鳥栖,1.0,1.0,ジェフユナイテッド千葉
2025,J2,第13節,25/5/3,藤枝ＭＹＦＣ,0.0,2.0,水戸ホーリーホック
2025,J2,第13節,5/3,ＲＢ大宮アルディージャ,2.0,2.0,カターレ富山
2025,J2,第13節,5/3,Ｖ・ファーレン長崎,1.0,1.0,愛媛ＦＣ
2025,J2,第14節,5/6,ベガルタ仙台,2.0,1.0,藤枝ＭＹＦＣ
2025,J2,第14節,25/5/6,カターレ富山,1.0,2.0,Ｖ・ファーレン長崎
