年,リーグ,節,日付,ホーム,ホーム得点,アウェイ得点,アウェイ
2025,J1,第1節,25/2/14,ガンバ大阪,2.0,5.0,セレッソ大阪
2025,J1,第1節,25/2/15,ヴィッセル神戸,0.0,0.0,浦和レッズ
2025,J1,第1節,25/2/15,アビスパ福岡,0.0,1.0,柏レイソル
2025,J1,第1節,25/2/15,横浜Ｆ・マリノス,1.0,1.0,アルビレックス新潟
2025,J1,第1節,25/2/15,ファジアーノ岡山,2.0,0.0,京都サンガF.C.
2025,J1,第1節,25/2/15,横浜ＦＣ,0.0,1.0,ＦＣ東京
2025,J1,第1節,25/2/15,川崎フロンターレ,4.0,0.0,名古屋グランパス
2025,J1,第1節,25/2/15,湘南ベルマーレ,1.0,0.0,鹿島アントラーズ
2025,J1,第1節,25/2/16,ＦＣ町田ゼルビア,1.0,2.0,サンフレッチェ広島
2025,J1,第1節,25/2/16,東京ヴェルディ,0.0,1.0,清水エスパルス
2025,J1,第2節,25/2/22,名古屋グランパス,2.0,2.0,ヴィッセル神戸
2025,J1,第2節,25/2/22,京都サンガF.C.,1.0,1.0,浦和レッズ
2025,J1,第2節,25/2/22,横浜ＦＣ,1.0,0.0,ファジアーノ岡山
2025,J1,第2節,25/2/22,柏レイソル,1.0,1.0,川崎フロンターレ
2025,J1,第2節,25/2/22,清水エスパルス,2.0,0.0,アルビレックス新潟
2025,J1,第2節,25/2/22,鹿島アントラーズ,4.0,0.0,東京ヴェルディ
2025,J1,第2節,25/2/22,ガンバ大阪,2.0,1.0,アビスパ福岡
2025,J1,第2節,25/2/22,セレッソ大阪,1.0,2.0,湘南ベルマーレ
2025,J1,第2節,25/2/22,ＦＣ東京,0.0,1.0,ＦＣ町田ゼルビア
2025,J1,第2節,25/2/23,サンフレッチェ広島,1.0,0.0,横浜Ｆ・マリノス
2025,J1,第3節,25/2/26,アビスパ福岡,1.0,2.0,川崎フロンターレ
2025,J1,第3節,25/2/26,鹿島アントラーズ,2.0,1.0,アルビレックス新潟
2025,J1,第3節,25/2/26,ファジアーノ岡山,2.0,0.0,ガンバ大阪
2025,J1,第3節,25/2/26,ＦＣ東京,3.0,1.0,名古屋グランパス
2025,J1,第3節,25/2/26,横浜Ｆ・マリノス,0.0,0.0,横浜ＦＣ
2025,J1,第3節,25/2/26,清水エスパルス,1.0,1.0,サンフレッチェ広島
2025,J1,第3節,25/2/26,湘南ベルマーレ,2.0,1.0,浦和レッズ
2025,J1,第3節,25/2/26,柏レイソル,2.0,1.0,セレッソ大阪
2025,J1,第3節,25/2/26,ＦＣ町田ゼルビア,0.0,1.0,東京ヴェルディ
2025,J1,第3節,25/2/26,ヴィッセル神戸,1.0,1.0,京都サンガF.C.
2025,J1,第4節,25/3/1,横浜Ｆ・マリノス,1.0,1.0,湘南ベルマーレ
2025,J1,第4節,25/3/1,鹿島アントラーズ,2.0,0.0,ＦＣ東京
2025,J1,第4節,25/3/1,ヴィッセル神戸,0.0,1.0,アビスパ福岡
2025,J1,第4節,25/3/1,川崎フロンターレ,0.0,1.0,京都サンガF.C.
2025,J1,第4節,25/3/2,東京ヴェルディ,0.0,1.0,ガンバ大阪
2025,J1,第4節,25/3/2,アルビレックス新潟,2.0,2.0,セレッソ大阪
2025,J1,第4節,25/3/2,ファジアーノ岡山,1.0,1.0,清水エスパルス
2025,J1,第4節,25/3/2,名古屋グランパス,1.0,2.0,ＦＣ町田ゼルビア
2025,J1,第4節,25/3/2,サンフレッチェ広島,1.0,0.0,横浜ＦＣ
2025,J1,第4節,25/3/2,浦和レッズ,0.0,2.0,柏レイソル
2025,J1,第5節,25/3/8,浦和レッズ,1.0,0.0,ファジアーノ岡山
2025,J1,第5節,25/3/8,アルビレックス新潟,2.0,2.0,東京ヴェルディ
2025,J1,第5節,25/3/8,ガンバ大阪,1.0,0.0,清水エスパルス
2025,J1,第5節,25/3/8,横浜ＦＣ,0.0,2.0,ＦＣ町田ゼルビア
2025,J1,第5節,25/3/8,セレッソ大阪,1.0,1.0,名古屋グランパス
2025,J1,第5節,25/3/8,ＦＣ東京,0.0,0.0,湘南ベルマーレ
2025,J1,第5節,25/3/8,柏レイソル,1.0,3.0,鹿島アントラーズ
2025,J1,第5節,25/3/9,京都サンガF.C.,0.0,1.0,アビスパ福岡
2025,J1,第6節,25/3/15,横浜ＦＣ,2.0,0.0,セレッソ大阪
2025,J1,第6節,25/3/15,東京ヴェルディ,2.0,1.0,名古屋グランパス
2025,J1,第6節,25/3/15,アビスパ福岡,1.0,0.0,ＦＣ東京
2025,J1,第6節,25/3/15,ＦＣ町田ゼルビア,1.0,0.0,アルビレックス新潟
2025,J1,第6節,25/3/16,清水エスパルス,1.0,2.0,京都サンガF.C.
2025,J1,第6節,25/3/16,サンフレッチェ広島,1.0,1.0,柏レイソル
2025,J1,第6節,25/3/16,横浜Ｆ・マリノス,2.0,0.0,ガンバ大阪
2025,J1,第6節,25/3/16,ファジアーノ岡山,0.0,0.0,川崎フロンターレ
2025,J1,第6節,25/3/16,鹿島アントラーズ,1.0,1.0,浦和レッズ
2025,J1,第6節,25/3/16,湘南ベルマーレ,1.0,2.0,ヴィッセル神戸
2025,J1,第7節,25/3/28,セレッソ大阪,1.0,1.0,浦和レッズ
2025,J1,第7節,25/3/29,ファジアーノ岡山,1.0,0.0,横浜Ｆ・マリノス
2025,J1,第7節,25/3/29,清水エスパルス,3.0,0.0,湘南ベルマーレ
2025,J1,第7節,25/3/29,アルビレックス新潟,3.0,3.0,ガンバ大阪
2025,J1,第7節,25/3/29,京都サンガF.C.,1.0,0.0,サンフレッチェ広島
2025,J1,第7節,25/3/29,名古屋グランパス,2.0,1.0,横浜ＦＣ
2025,J1,第7節,25/3/29,柏レイソル,0.0,0.0,東京ヴェルディ
2025,J1,第7節,25/3/29,鹿島アントラーズ,1.0,0.0,ヴィッセル神戸
2025,J1,第7節,25/3/29,アビスパ福岡,2.0,2.0,ＦＣ町田ゼルビア
2025,J1,第7節,25/3/29,ＦＣ東京,0.0,3.0,川崎フロンターレ
2025,J1,第8節,25/4/2,ガンバ大阪,0.0,1.0,ＦＣ町田ゼルビア
2025,J1,第8節,25/4/2,東京ヴェルディ,2.0,2.0,ＦＣ東京
2025,J1,第8節,25/4/2,名古屋グランパス,2.0,0.0,横浜Ｆ・マリノス
2025,J1,第8節,25/4/2,アルビレックス新潟,0.0,1.0,アビスパ福岡
2025,J1,第8節,25/4/2,川崎フロンターレ,2.0,0.0,湘南ベルマーレ
2025,J1,第8節,25/4/2,京都サンガF.C.,1.0,1.0,柏レイソル
2025,J1,第8節,25/4/2,サンフレッチェ広島,1.0,0.0,鹿島アントラーズ
2025,J1,第8節,25/4/2,セレッソ大阪,2.0,1.0,ファジアーノ岡山
2025,J1,第8節,25/4/2,横浜ＦＣ,0.0,1.0,ヴィッセル神戸
2025,J1,第8節,25/4/2,浦和レッズ,2.0,1.0,清水エスパルス
2025,J1,第9節,4/5,横浜Ｆ・マリノス,0.0,0.0,東京ヴェルディ
2025,J1,第9節,4/6,ファジアーノ岡山,1.0,0.0,ＦＣ東京
2025,J1,第9節,4/6,ヴィッセル神戸,0.0,1.0,アルビレックス新潟
2025,J1,第9節,4/6,横浜ＦＣ,2.0,0.0,清水エスパルス
2025,J1,第9節,4/6,アビスパ福岡,1.0,0.0,浦和レッズ
2025,J1,第9節,4/6,ＦＣ町田ゼルビア,2.0,2.0,川崎フロンターレ
2025,J1,第9節,4/6,柏レイソル,1.0,0.0,ガンバ大阪
2025,J1,第9節,4/6,サンフレッチェ広島,2.0,1.0,セレッソ大阪
2025,J1,第9節,4/6,鹿島アントラーズ,3.0,4.0,京都サンガF.C.
2025,J1,第9節,4/6,湘南ベルマーレ,2.0,1.0,名古屋グランパス
2025,J1,第5節,4/9,川崎フロンターレ,3.0,3.0,横浜Ｆ・マリノス
2025,J1,第10節,4/11,ＦＣ東京,1.0,1.0,柏レイソル
2025,J1,第10節,4/12,アビスパ福岡,2.0,1.0,横浜Ｆ・マリノス
2025,J1,第10節,4/12,サンフレッチェ広島,0.0,1.0,ファジアーノ岡山
2025,J1,第10節,4/12,ガンバ大阪,2.0,0.0,名古屋グランパス
2025,J1,第10節,4/12,清水エスパルス,1.0,1.0,川崎フロンターレ
2025,J1,第10節,4/12,東京ヴェルディ,0.0,1.0,ヴィッセル神戸
2025,J1,第10節,4/12,セレッソ大阪,1.0,0.0,鹿島アントラーズ
2025,J1,第10節,4/12,京都サンガF.C.,2.0,0.0,湘南ベルマーレ
2025,J1,第10節,4/13,アルビレックス新潟,0.0,0.0,横浜ＦＣ
2025,J1,第10節,4/13,ＦＣ町田ゼルビア,0.0,2.0,浦和レッズ
2025,J1,第12節,4/16,横浜Ｆ・マリノス,2.0,3.0,清水エスパルス
2025,J1,第12節,4/16,ヴィッセル神戸,2.0,1.0,川崎フロンターレ
2025,J1,第20節,4/16,浦和レッズ,2.0,1.0,京都サンガF.C.
2025,J1,第11節,4/19,アルビレックス新潟,1.0,2.0,京都サンガF.C.
2025,J1,第11節,4/20,ファジアーノ岡山,1.0,2.0,鹿島アントラーズ
2025,J1,第11節,4/20,清水エスパルス,3.0,1.0,アビスパ福岡
2025,J1,第11節,4/20,横浜ＦＣ,1.0,1.0,ガンバ大阪
2025,J1,第11節,4/20,ヴィッセル神戸,1.0,0.0,ＦＣ町田ゼルビア
2025,J1,第11節,4/20,名古屋グランパス,2.0,1.0,サンフレッチェ広島
2025,J1,第11節,4/20,セレッソ大阪,1.0,1.0,ＦＣ東京
2025,J1,第11節,4/20,湘南ベルマーレ,0.0,1.0,柏レイソル
2025,J1,第11節,4/20,川崎フロンターレ,0.0,0.0,東京ヴェルディ
2025,J1,第11節,4/20,浦和レッズ,3.0,1.0,横浜Ｆ・マリノス
2025,J1,第12節,4/25,鹿島アントラーズ,1.0,0.0,名古屋グランパス
2025,J1,第12節,4/25,ＦＣ町田ゼルビア,0.0,1.0,湘南ベルマーレ
2025,J1,第12節,4/25,京都サンガF.C.,2.0,1.0,横浜ＦＣ
2025,J1,第12節,4/25,アビスパ福岡,1.0,1.0,ファジアーノ岡山
2025,J1,第12節,4/25,東京ヴェルディ,1.0,0.0,セレッソ大阪
2025,J1,第12節,4/25,ＦＣ東京,3.0,0.0,ガンバ大阪
2025,J1,第12節,4/25,浦和レッズ,1.0,0.0,サンフレッチェ広島
2025,J1,第12節,4/26,柏レイソル,1.0,1.0,アルビレックス新潟
2025,J1,第13節,4/29,ＦＣ東京,0.0,2.0,清水エスパルス
2025,J1,第13節,4/29,サンフレッチェ広島,0.0,1.0,アルビレックス新潟
2025,J1,第13節,4/29,ファジアーノ岡山,0.0,1.0,東京ヴェルディ
2025,J1,第13節,4/29,名古屋グランパス,1.0,2.0,柏レイソル
2025,J1,第13節,4/29,横浜ＦＣ,0.0,3.0,鹿島アントラーズ
2025,J1,第13節,4/29,ガンバ大阪,2.0,1.0,京都サンガF.C.
2025,J1,第13節,4/29,湘南ベルマーレ,0.0,0.0,アビスパ福岡
2025,J1,第13節,4/29,セレッソ大阪,1.0,2.0,ＦＣ町田ゼルビア
2025,J1,第14節,5/3,サンフレッチェ広島,2.0,1.0,アビスパ福岡
2025,J1,第14節,5/3,アルビレックス新潟,2.0,3.0,ＦＣ東京
2025,J1,第14節,5/3,清水エスパルス,0.0,3.0,名古屋グランパス
2025,J1,第14節,5/3,鹿島アントラーズ,1.0,0.0,ＦＣ町田ゼルビア
2025,J1,第14節,5/3,ガンバ大阪,4.0,0.0,湘南ベルマーレ
2025,J1,第14節,5/3,浦和レッズ,2.0,0.0,東京ヴェルディ
2025,J1,第14節,5/3,ヴィッセル神戸,2.0,0.0,ファジアーノ岡山
2025,J1,第14節,5/3,京都サンガF.C.,2.0,3.0,セレッソ大阪
2025,J1,第15節,5/6,アビスパ福岡,0.0,1.0,鹿島アントラーズ
2025,J1,第15節,5/6,ヴィッセル神戸,1.0,3.0,セレッソ大阪
2025,J1,第15節,5/6,浦和レッズ,0.0,1.0,ガンバ大阪
2025,J1,第15節,5/6,名古屋グランパス,0.0,0.0,ファジアーノ岡山
2025,J1,第15節,5/6,柏レイソル,1.0,0.0,清水エスパルス
2025,J1,第15節,5/6,東京ヴェルディ,2.0,0.0,横浜ＦＣ
2025,J1,第15節,5/7,湘南ベルマーレ,0.0,1.0,サンフレッチェ広島
2025,J1,第15節,5/7,ＦＣ町田ゼルビア,1.0,2.0,京都サンガF.C.
2025,J1,第16節,5/10,横浜ＦＣ,1.0,0.0,アビスパ福岡
2025,J1,第16節,5/10,ＦＣ東京,1.0,0.0,ヴィッセル神戸
2025,J1,第16節,5/10,柏レイソル,2.0,0.0,ファジアーノ岡山
2025,J1,第16節,5/11,清水エスパルス,2.0,2.0,ＦＣ町田ゼルビア
2025,J1,第16節,5/11,鹿島アントラーズ,2.0,1.0,川崎フロンターレ
2025,J1,第16節,5/11,京都サンガF.C.,1.0,1.0,名古屋グランパス
2025,J1,第16節,5/11,アルビレックス新潟,1.0,1.0,浦和レッズ
2025,J1,第16節,5/11,セレッソ大阪,1.0,0.0,横浜Ｆ・マリノス
2025,J1,第16節,5/11,ガンバ大阪,0.0,1.0,サンフレッチェ広島
2025,J1,第16節,5/11,東京ヴェルディ,0.0,2.0,湘南ベルマーレ
2025,J1,第14節,5/14,横浜Ｆ・マリノス,0.0,2.0,柏レイソル
2025,J1,第14節,5/14,川崎フロンターレ,2.0,1.0,横浜ＦＣ
2025,J1,第17節,5/17,サンフレッチェ広島,2.0,1.0,東京ヴェルディ
2025,J1,第17節,5/17,ＦＣ町田ゼルビア,3.0,0.0,柏レイソル
2025,J1,第17節,5/17,ヴィッセル神戸,3.0,2.0,ガンバ大阪
2025,J1,第17節,5/17,横浜Ｆ・マリノス,0.0,3.0,京都サンガF.C.
2025,J1,第17節,5/17,アビスパ福岡,1.0,1.0,名古屋グランパス
2025,J1,第17節,5/17,鹿島アントラーズ,1.0,0.0,清水エスパルス
2025,J1,第17節,5/17,湘南ベルマーレ,0.0,1.0,横浜ＦＣ
2025,J1,第17節,5/17,浦和レッズ,3.0,2.0,ＦＣ東京
2025,J1,第17節,5/18,川崎フロンターレ,2.0,0.0,セレッソ大阪
2025,J1,第17節,5/18,ファジアーノ岡山,2.0,1.0,アルビレックス新潟
2025,J1,第13節,5/21,川崎フロンターレ,2.0,2.0,浦和レッズ
2025,J1,第13節,5/21,横浜Ｆ・マリノス,1.0,2.0,ヴィッセル神戸
2025,J1,第18節,5/24,セレッソ大阪,2.0,0.0,アビスパ福岡
2025,J1,第18節,5/24,名古屋グランパス,2.0,1.0,浦和レッズ
2025,J1,第18節,5/25,ファジアーノ岡山,2.0,2.0,ＦＣ町田ゼルビア
2025,J1,第18節,5/25,横浜ＦＣ,1.0,1.0,柏レイソル
2025,J1,第18節,5/25,横浜Ｆ・マリノス,3.0,1.0,鹿島アントラーズ
2025,J1,第18節,5/25,清水エスパルス,3.0,2.0,ヴィッセル神戸
2025,J1,第18節,5/25,アルビレックス新潟,2.0,1.0,湘南ベルマーレ
2025,J1,第18節,5/25,ＦＣ東京,0.0,3.0,サンフレッチェ広島
2025,J1,第18節,5/25,東京ヴェルディ,1.0,0.0,京都サンガF.C.
2025,J1,第18節,5/25,川崎フロンターレ,2.0,2.0,ガンバ大阪
2025,J1,第22節,5/28,浦和レッズ,0.0,0.0,セレッソ大阪
2025,J1,第19節,5/31,ＦＣ町田ゼルビア,0.0,3.0,横浜Ｆ・マリノス
2025,J1,第19節,5/31,アビスパ福岡,0.0,0.0,東京ヴェルディ
2025,J1,第19節,5/31,名古屋グランパス,3.0,0.0,アルビレックス新潟
2025,J1,第19節,5/31,柏レイソル,1.0,3.0,ヴィッセル神戸
2025,J1,第19節,5/31,サンフレッチェ広島,1.0,2.0,川崎フロンターレ
2025,J1,第19節,5/31,ガンバ大阪,0.0,1.0,鹿島アントラーズ
2025,J1,第19節,5/31,京都サンガF.C.,3.0,0.0,ＦＣ東京
2025,J1,第19節,6/1,湘南ベルマーレ,1.0,1.0,ファジアーノ岡山
2025,J1,第19節,6/1,セレッソ大阪,4.0,2.0,清水エスパルス
2025,J1,第19節,6/1,浦和レッズ,2.0,1.0,横浜ＦＣ
2025,J1,第20節,6/14,湘南ベルマーレ,1.0,2.0,ＦＣ町田ゼルビア
2025,J1,第20節,6/14,横浜ＦＣ,0.0,1.0,川崎フロンターレ
2025,J1,第20節,6/14,鹿島アントラーズ,1.0,1.0,サンフレッチェ広島
2025,J1,第20節,6/14,ＦＣ東京,2.0,2.0,セレッソ大阪
2025,J1,第20節,6/15,アルビレックス新潟,1.0,0.0,横浜Ｆ・マリノス
2025,J1,第20節,6/15,東京ヴェルディ,0.0,3.0,柏レイソル
2025,J1,第20節,6/15,ヴィッセル神戸,2.0,1.0,名古屋グランパス
2025,J1,第20節,6/15,ファジアーノ岡山,0.0,1.0,アビスパ福岡
2025,J1,第20節,6/15,清水エスパルス,0.0,0.0,ガンバ大阪
2025,J1,第21節,6/21,ＦＣ町田ゼルビア,2.0,1.0,鹿島アントラーズ
2025,J1,第21節,6/21,アビスパ福岡,3.0,2.0,アルビレックス新潟
2025,J1,第21節,6/21,セレッソ大阪,2.0,1.0,東京ヴェルディ
2025,J1,第21節,6/21,柏レイソル,3.0,3.0,京都サンガF.C.
2025,J1,第21節,6/21,名古屋グランパス,1.0,1.0,清水エスパルス
2025,J1,第21節,6/21,川崎フロンターレ,1.0,2.0,ヴィッセル神戸
2025,J1,第21節,6/21,横浜Ｆ・マリノス,0.0,1.0,ファジアーノ岡山
2025,J1,第21節,6/22,横浜ＦＣ,0.0,4.0,サンフレッチェ広島
2025,J1,第21節,6/22,ガンバ大阪,2.0,0.0,ＦＣ東京
2025,J1,第15節,6/25,川崎フロンターレ,3.0,1.0,アルビレックス新潟
2025,J1,第15節,6/25,横浜Ｆ・マリノス,0.0,3.0,ＦＣ東京
2025,J1,第22節,6/28,鹿島アントラーズ,1.0,2.0,ファジアーノ岡山
2025,J1,第22節,6/28,清水エスパルス,0.0,2.0,柏レイソル
2025,J1,第22節,6/28,京都サンガF.C.,3.0,1.0,ガンバ大阪
2025,J1,第22節,6/28,アビスパ福岡,0.0,0.0,ヴィッセル神戸
2025,J1,第22節,6/28,ＦＣ東京,2.0,1.0,横浜ＦＣ
2025,J1,第22節,6/28,サンフレッチェ広島,1.0,2.0,名古屋グランパス
2025,J1,第22節,6/28,湘南ベルマーレ,1.0,1.0,横浜Ｆ・マリノス
2025,J1,第22節,6/29,東京ヴェルディ,1.0,0.0,川崎フロンターレ
2025,J1,第22節,6/29,アルビレックス新潟,0.0,4.0,ＦＣ町田ゼルビア
2025,J1,第5節,7/2,ヴィッセル神戸,1.0,0.0,サンフレッチェ広島
2025,J1,第23節,7/5,ＦＣ町田ゼルビア,3.0,0.0,清水エスパルス
2025,J1,第23節,7/5,ファジアーノ岡山,0.0,1.0,サンフレッチェ広島
2025,J1,第23節,7/5,セレッソ大阪,0.0,1.0,ガンバ大阪
2025,J1,第23節,7/5,柏レイソル,1.0,0.0,ＦＣ東京
2025,J1,第23節,7/5,ヴィッセル神戸,4.0,0.0,湘南ベルマーレ
2025,J1,第23節,7/5,名古屋グランパス,0.0,0.0,東京ヴェルディ
2025,J1,第23節,7/5,川崎フロンターレ,2.0,1.0,鹿島アントラーズ
2025,J1,第23節,7/5,横浜ＦＣ,0.0,1.0,横浜Ｆ・マリノス
2025,J1,第23節,7/5,京都サンガF.C.,2.0,1.0,アルビレックス新潟
2025,J1,第24節,7/19,湘南ベルマーレ,3.0,3.0,セレッソ大阪
2025,J1,第24節,7/19,ＦＣ東京,3.0,2.0,浦和レッズ
2025,J1,第24節,7/20,鹿島アントラーズ,3.0,2.0,柏レイソル
2025,J1,第24節,7/20,東京ヴェルディ,0.0,1.0,ＦＣ町田ゼルビア
2025,J1,第24節,7/20,清水エスパルス,2.0,0.0,横浜ＦＣ
2025,J1,第24節,7/20,アルビレックス新潟,0.0,2.0,サンフレッチェ広島
2025,J1,第24節,7/20,ガンバ大阪,2.0,1.0,川崎フロンターレ
2025,J1,第24節,7/20,ファジアーノ岡山,1.0,2.0,ヴィッセル神戸
2025,J1,第24節,7/20,横浜Ｆ・マリノス,3.0,0.0,名古屋グランパス
2025,J1,第24節,7/21,アビスパ福岡,2.0,2.0,京都サンガF.C.
2025,J1,第21節,7/23,浦和レッズ,4.0,1.0,湘南ベルマーレ
2025,J1,第23節,7/27,浦和レッズ,0.0,0.0,アビスパ福岡
2025,J1,第25節,8/9,東京ヴェルディ,1.0,0.0,横浜Ｆ・マリノス
2025,J1,第25節,8/9,横浜ＦＣ,1.0,2.0,浦和レッズ
2025,J1,第25節,8/9,川崎フロンターレ,2.0,5.0,アビスパ福岡
2025,J1,第25節,8/10,サンフレッチェ広島,0.0,0.0,清水エスパルス
2025,J1,第25節,8/10,名古屋グランパス,1.0,2.0,京都サンガF.C.
2025,J1,第25節,8/10,ＦＣ町田ゼルビア,2.0,0.0,ヴィッセル神戸
2025,J1,第25節,8/10,ＦＣ東京,0.0,1.0,鹿島アントラーズ
2025,J1,第25節,8/10,ガンバ大阪,0.0,3.0,ファジアーノ岡山
2025,J1,第25節,8/10,柏レイソル,2.0,0.0,湘南ベルマーレ
2025,J1,第25節,8/11,セレッソ大阪,3.0,1.0,アルビレックス新潟
2025,J1,第26節,8/16,鹿島アントラーズ,1.0,1.0,アビスパ福岡
2025,J1,第26節,8/16,清水エスパルス,1.0,3.0,横浜Ｆ・マリノス
2025,J1,第26節,8/16,ヴィッセル神戸,0.0,1.0,横浜ＦＣ
2025,J1,第26節,8/16,ＦＣ町田ゼルビア,3.0,0.0,セレッソ大阪
2025,J1,第26節,8/16,京都サンガF.C.,1.0,0.0,東京ヴェルディ
2025,J1,第26節,8/16,アルビレックス新潟,1.0,1.0,川崎フロンターレ
2025,J1,第26節,8/16,サンフレッチェ広島,1.0,0.0,ガンバ大阪
2025,J1,第26節,8/16,湘南ベルマーレ,2.0,2.0,ＦＣ東京
2025,J1,第26節,8/16,浦和レッズ,2.0,1.0,名古屋グランパス
2025,J1,第26節,8/17,ファジアーノ岡山,2.0,1.0,柏レイソル
2025,J1,第30節,8/20,サンフレッチェ広島,0.0,1.0,ヴィッセル神戸
2025,J1,第30節,8/20,ＦＣ町田ゼルビア,3.0,1.0,ガンバ大阪
2025,J1,第27節,8/22,柏レイソル,4.0,2.0,浦和レッズ
2025,J1,第27節,8/23,アビスパ福岡,0.0,0.0,清水エスパルス
2025,J1,第27節,8/23,名古屋グランパス,3.0,4.0,川崎フロンターレ
2025,J1,第27節,8/23,東京ヴェルディ,0.0,3.0,サンフレッチェ広島
2025,J1,第27節,8/23,アルビレックス新潟,1.0,2.0,鹿島アントラーズ
2025,J1,第27節,8/23,ガンバ大阪,3.0,2.0,横浜ＦＣ
2025,J1,第27節,8/23,ファジアーノ岡山,1.0,0.0,湘南ベルマーレ
2025,J1,第27節,8/23,セレッソ大阪,1.0,1.0,ヴィッセル神戸
2025,J1,第27節,8/23,横浜Ｆ・マリノス,0.0,0.0,ＦＣ町田ゼルビア
2025,J1,第27節,8/24,ＦＣ東京,0.0,4.0,京都サンガF.C.
2025,J1,第28節,8/30,横浜ＦＣ,0.0,0.0,東京ヴェルディ
2025,J1,第28節,8/30,ヴィッセル神戸,1.0,0.0,横浜Ｆ・マリノス
2025,J1,第28節,8/30,京都サンガF.C.,5.0,0.0,ファジアーノ岡山
2025,J1,第28節,8/31,清水エスパルス,1.0,1.0,鹿島アントラーズ
2025,J1,第28節,8/31,浦和レッズ,1.0,0.0,アルビレックス新潟
2025,J1,第28節,8/31,セレッソ大阪,1.0,1.0,サンフレッチェ広島
2025,J1,第28節,8/31,川崎フロンターレ,5.0,3.0,ＦＣ町田ゼルビア
2025,J1,第28節,8/31,柏レイソル,2.0,1.0,アビスパ福岡
2025,J1,第28節,8/31,湘南ベルマーレ,4.0,5.0,ガンバ大阪
2025,J1,第28節,8/31,名古屋グランパス,1.0,1.0,ＦＣ東京
2025,J1,第29節,9/13,ファジアーノ岡山,,,名古屋グランパス
2025,J1,第29節,9/13,アルビレックス新潟,,,清水エスパルス
2025,J1,第29節,9/13,ＦＣ東京,,,東京ヴェルディ
2025,J1,第29節,9/13,サンフレッチェ広島,,,京都サンガF.C.
2025,J1,第29節,9/13,ＦＣ町田ゼルビア,,,横浜ＦＣ
2025,J1,第29節,9/13,横浜Ｆ・マリノス,,,川崎フロンターレ
2025,J1,第29節,9/13,ガンバ大阪,,,浦和レッズ
2025,J1,第29節,9/13,アビスパ福岡,,,セレッソ大阪
2025,J1,第29節,9/13,ヴィッセル神戸,,,柏レイソル
2025,J1,第29節,9/13,鹿島アントラーズ,,,湘南ベルマーレ
2025,J1,第30節,9/20,浦和レッズ,,,鹿島アントラーズ
2025,J1,第30節,9/20,セレッソ大阪,,,柏レイソル
2025,J1,第30節,9/20,東京ヴェルディ,,,ファジアーノ岡山
2025,J1,第30節,9/20,横浜Ｆ・マリノス,,,アビスパ福岡
2025,J1,第30節,9/20,川崎フロンターレ,,,ＦＣ東京
2025,J1,第30節,9/20,京都サンガF.C.,,,清水エスパルス
2025,J1,第30節,9/20,横浜ＦＣ,,,アルビレックス新潟
2025,J1,第30節,9/20,名古屋グランパス,,,湘南ベルマーレ
2025,J1,第31節,9/23,京都サンガF.C.,,,ＦＣ町田ゼルビア
2025,J1,第31節,9/23,ガンバ大阪,,,横浜Ｆ・マリノス
2025,J1,第31節,9/23,柏レイソル,,,サンフレッチェ広島
2025,J1,第31節,9/23,ＦＣ東京,,,アビスパ福岡
2025,J1,第31節,9/23,鹿島アントラーズ,,,セレッソ大阪
2025,J1,第31節,9/23,ヴィッセル神戸,,,東京ヴェルディ
2025,J1,第31節,9/23,湘南ベルマーレ,,,川崎フロンターレ
2025,J1,第31節,9/23,ファジアーノ岡山,,,横浜ＦＣ
2025,J1,第31節,9/23,清水エスパルス,,,浦和レッズ
2025,J1,第31節,9/23,アルビレックス新潟,,,名古屋グランパス
2025,J1,第32節,9/27,ガンバ大阪,,,アルビレックス新潟
2025,J1,第32節,9/27,名古屋グランパス,,,鹿島アントラーズ
2025,J1,第32節,9/27,ＦＣ東京,,,横浜Ｆ・マリノス
2025,J1,第32節,9/27,横浜ＦＣ,,,湘南ベルマーレ
2025,J1,第32節,9/27,セレッソ大阪,,,京都サンガF.C.
2025,J1,第32節,9/27,ヴィッセル神戸,,,清水エスパルス
2025,J1,第32節,9/27,川崎フロンターレ,,,柏レイソル
2025,J1,第32節,9/27,東京ヴェルディ,,,浦和レッズ
2025,J1,第32節,9/27,ＦＣ町田ゼルビア,,,ファジアーノ岡山
2025,J1,第32節,9/27,アビスパ福岡,,,サンフレッチェ広島
2025,J1,第33節,25/10/3,湘南ベルマーレ,,,東京ヴェルディ
2025,J1,第33節,25/10/4,アビスパ福岡,,,横浜ＦＣ
2025,J1,第33節,25/10/4,清水エスパルス,,,ＦＣ東京
2025,J1,第33節,25/10/4,京都サンガF.C.,,,川崎フロンターレ
2025,J1,第33節,25/10/4,アルビレックス新潟,,,ファジアーノ岡山
2025,J1,第33節,25/10/4,浦和レッズ,,,ヴィッセル神戸
2025,J1,第33節,25/10/4,柏レイソル,,,横浜Ｆ・マリノス
2025,J1,第33節,25/10/4,名古屋グランパス,,,セレッソ大阪
2025,J1,第33節,25/10/4,サンフレッチェ広島,,,ＦＣ町田ゼルビア
2025,J1,第33節,25/10/4,鹿島アントラーズ,,,ガンバ大阪
2025,J1,第34節,25/10/18,ヴィッセル神戸,,,鹿島アントラーズ
2025,J1,第34節,25/10/18,ファジアーノ岡山,,,セレッソ大阪
2025,J1,第34節,25/10/18,湘南ベルマーレ,,,京都サンガF.C.
